STATION,STATION_NAME,ELEVATION,LATITUDE,LONGITUDE,DATE,PRCP,Measurement Flag,Quality Flag,Source Flag,Time of Observation,SNWD,Measurement Flag,Quality Flag,Source Flag,Time of Observation,TMAX,Measurement Flag,Quality Flag,Source Flag,Time of Observation,TMIN,Measurement Flag,Quality Flag,Source Flag,Time of Observation
GHCND:KE000063661,KITALE KE,1875,1.016,35,19730830,170, , ,I,9999,-9999, , , ,9999,250, , ,I,9999,130, , ,I,9999
GHCND:KE000063661,KITALE KE,1875,1.016,35,19730908,0, , ,I,9999,-9999, , , ,9999,240, , ,I,9999,130, , ,I,9999
GHCND:KE000063661,KITALE KE,1875,1.016,35,19730910,0, , ,I,9999,-9999, , , ,9999,250, , ,I,9999,130, , ,I,9999
GHCND:KE000063661,KITALE KE,1875,1.016,35,19730912,20, , ,I,9999,-9999, , , ,9999,-9999, , , ,9999,90, , ,I,9999
GHCND:KE000063661,KITALE KE,1875,1.016,35,19730913,109, , ,I,9999,-9999, , , ,9999,250, , ,I,9999,100, , ,I,9999
GHCND:KE000063661,KITALE KE,1875,1.016,35,19730919,109, , ,I,9999,-9999, , , ,9999,240, , ,I,9999,120, , ,I,9999
GHCND:KE000063661,KITALE KE,1875,1.016,35,19730920,0, , ,I,9999,-9999, , , ,9999,250, , ,I,9999,110, , ,I,9999
GHCND:KE000063661,KITALE KE,1875,1.016,35,19730923,41, , ,I,9999,-9999, , , ,9999,240, , ,I,9999,140, , ,I,9999
GHCND:KE000063661,KITALE KE,1875,1.016,35,19730926,-9999, , , ,9999,-9999, , , ,9999,230, , ,I,9999,-9999, , , ,9999
GHCND:KE000063661,KITALE KE,1875,1.016,35,19730929,109, , ,I,9999,-9999, , , ,9999,250, , ,I,9999,120, , ,I,9999
GHCND:KE000063661,KITALE KE,1875,1.016,35,19731010,10, , ,I,9999,-9999, , , ,9999,240, , ,I,9999,110, , ,I,9999
GHCND:KE000063661,KITALE KE,1875,1.016,35,19731015,0, , ,I,9999,-9999, , , ,9999,250, , ,I,9999,110, , ,I,9999
GHCND:KE000063661,KITALE KE,1875,1.016,35,19731016,0, , ,I,9999,-9999, , , ,9999,-9999, , , ,9999,110, , ,I,9999
GHCND:KE000063661,KITALE KE,1875,1.016,35,19731021,-9999, , , ,9999,-9999, , , ,9999,250, , ,I,9999,-9999, , , ,9999
GHCND:KE000063661,KITALE KE,1875,1.016,35,19731128,-9999, , , ,9999,-9999, , , ,9999,260, , ,I,9999,-9999, , , ,9999
GHCND:KE000063661,KITALE KE,1875,1.016,35,19731201,0, , ,I,9999,-9999, , , ,9999,-9999, , , ,9999,120, , ,I,9999
GHCND:KE000063661,KITALE KE,1875,1.016,35,19731202,5, , ,I,9999,-9999, , , ,9999,250, , ,I,9999,100, , ,I,9999
GHCND:KE000063661,KITALE KE,1875,1.016,35,19731207,-9999, , , ,9999,-9999, , , ,9999,260, , ,I,9999,-9999, , , ,9999
GHCND:KE000063661,KITALE KE,1875,1.016,35,19731222,-9999, , , ,9999,-9999, , , ,9999,280, , ,I,9999,-9999, , , ,9999
GHCND:KE000063661,KITALE KE,1875,1.016,35,19731226,-9999, , , ,9999,-9999, , , ,9999,280, , ,I,9999,-9999, , , ,9999
GHCND:KE000063661,KITALE KE,1875,1.016,35,19740106,30, , ,I,9999,-9999, , , ,9999,250, , ,I,9999,90, , ,I,9999
GHCND:KE000063661,KITALE KE,1875,1.016,35,19740126,61, , ,I,9999,-9999, , , ,9999,-9999, , , ,9999,80, , ,I,9999
GHCND:KE000063661,KITALE KE,1875,1.016,35,19740127,0, , ,I,9999,-9999, , , ,9999,280, , ,I,9999,-9999, , , ,9999
GHCND:KE000063661,KITALE KE,1875,1.016,35,19740130,0, , ,I,9999,-9999, , , ,9999,300, , ,I,9999,80, , ,I,9999
GHCND:KE000063661,KITALE KE,1875,1.016,35,19740201,0, , ,I,9999,-9999, , , ,9999,290, , ,I,9999,80, , ,I,9999
GHCND:KE000063661,KITALE KE,1875,1.016,35,19740214,0, , ,I,9999,-9999, , , ,9999,-9999, , , ,9999,120, , ,I,9999
GHCND:KE000063661,KITALE KE,1875,1.016,35,19740219,0, , ,I,9999,-9999, , , ,9999,-9999, , , ,9999,100, , ,I,9999
GHCND:KE000063661,KITALE KE,1875,1.016,35,19740221,-9999, , , ,9999,-9999, , , ,9999,290, , ,I,9999,-9999, , , ,9999
GHCND:KE000063661,KITALE KE,1875,1.016,35,19740309,0, , ,I,9999,-9999, , , ,9999,280, , ,I,9999,110, , ,I,9999
GHCND:KE000063661,KITALE KE,1875,1.016,35,19740314,0, , ,I,9999,-9999, , , ,9999,-9999, , , ,9999,100, , ,I,9999
GHCND:KE000063661,KITALE KE,1875,1.016,35,19740321,0, , ,I,9999,-9999, , , ,9999,270, , ,I,9999,120, , ,I,9999
GHCND:KE000063661,KITALE KE,1875,1.016,35,19740326,0, , ,I,9999,-9999, , , ,9999,250, , ,I,9999,140, , ,I,9999
GHCND:KE000063661,KITALE KE,1875,1.016,35,19740407,5, , ,I,9999,-9999, , , ,9999,260, , ,I,9999,130, , ,I,9999
GHCND:KE000063661,KITALE KE,1875,1.016,35,19740422,0, , ,I,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:KE000063661,KITALE KE,1875,1.016,35,19740427,-9999, , , ,9999,-9999, , , ,9999,270, , ,I,9999,-9999, , , ,9999
GHCND:KE000063661,KITALE KE,1875,1.016,35,19740501,0, , ,I,9999,-9999, , , ,9999,230, , ,I,9999,130, , ,I,9999
GHCND:KE000063661,KITALE KE,1875,1.016,35,19740506,20, , ,I,9999,-9999, , , ,9999,240, , ,I,9999,110, , ,I,9999
GHCND:KE000063661,KITALE KE,1875,1.016,35,19740525,-9999, , , ,9999,-9999, , , ,9999,260, , ,I,9999,-9999, , , ,9999
GHCND:KE000063661,KITALE KE,1875,1.016,35,19740604,0, , ,I,9999,-9999, , , ,9999,-9999, , , ,9999,110, , ,I,9999
GHCND:KE000063661,KITALE KE,1875,1.016,35,19740605,0, , ,I,9999,-9999, , , ,9999,260, , ,I,9999,100, , ,I,9999
GHCND:KE000063661,KITALE KE,1875,1.016,35,19740607,30, , ,I,9999,-9999, , , ,9999,-9999, , , ,9999,130, , ,I,9999
GHCND:KE000063661,KITALE KE,1875,1.016,35,19740617,-9999, , , ,9999,-9999, , , ,9999,270, , ,I,9999,-9999, , , ,9999
GHCND:KE000063661,KITALE KE,1875,1.016,35,19740620,0, , ,I,9999,-9999, , , ,9999,230, , ,I,9999,120, , ,I,9999
GHCND:KE000063661,KITALE KE,1875,1.016,35,19740623,10, , ,I,9999,-9999, , , ,9999,-9999, , , ,9999,110, , ,I,9999
GHCND:KE000063661,KITALE KE,1875,1.016,35,19740625,-9999, , , ,9999,-9999, , , ,9999,250, , ,I,9999,-9999, , , ,9999
GHCND:KE000063661,KITALE KE,1875,1.016,35,19740702,41, , ,I,9999,-9999, , , ,9999,220, , ,I,9999,120, , ,I,9999
GHCND:KE000063661,KITALE KE,1875,1.016,35,19740703,130, , ,I,9999,-9999, , , ,9999,200, , ,I,9999,120, , ,I,9999
GHCND:KE000063661,KITALE KE,1875,1.016,35,19740705,20, , ,I,9999,-9999, , , ,9999,210, , ,I,9999,120, , ,I,9999
GHCND:KE000063661,KITALE KE,1875,1.016,35,19740709,71, , ,I,9999,-9999, , , ,9999,-9999, , , ,9999,130, , ,I,9999
GHCND:KE000063661,KITALE KE,1875,1.016,35,19740710,0, , ,I,9999,-9999, , , ,9999,210, , ,I,9999,-9999, , , ,9999
GHCND:KE000063661,KITALE KE,1875,1.016,35,19740711,30, , ,I,9999,-9999, , , ,9999,220, , ,I,9999,130, , ,I,9999
